All event log messages.
Date:	2011-02-18 21:28:31
System Name:	Sys510FC_CMU
Controller Name:	192.168.1.99
Controller Id	14M-51726

RobotWare:	5.10.0146
Key:	uCnQJIon7ssNpppwnCp1ooodoolpC
Options:	
	RW Control module key
	RobotWare OS and English
	709-x DeviceNet
		709-1 Master/Slave Single
		608-1 World Zones
		609-1 Fixed Position Events
		613-1 Collision Detection
		616-1 PC Interface
		617-1 FlexPendant Interface
		620-1 File and Serial Channel Handling
		672-1 Socket Messaging
		621-1 Logical Cross Connections
		622-1 Analog Signal Interrupt
		623-1 Multitasking
		626-1 Advanced RAPID
		661-2 Assembly FC
		Robot Reference Inteface

DriveModule1
Key:	Fy6929qjV5M
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140 Type C
			140 Type C
			Add axes IRB/drive module 140/1400
				R2C4 Add drive 3 x U or prepared
					No drive in pos Z4



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
60203     	I   	Operational         	10002   	Program pointer has been reset          	2011-02-18 21:24:36 	The program pointer of task SERVER has been reset.	{args: "3", "0", "SERVER"}
60204     	I   	Operational         	10010   	Motors OFF state                        	2011-02-18 21:24:39 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
60205     	I   	Operational         	10011   	Motors ON state                         	2011-02-18 21:24:40 	The system is in the Motors ON state.	{args: }
60206     	I   	Operational         	10052   	Regain start                            	2011-02-18 21:24:41 	A regain movement has started.	{args: "0"}
60207     	I   	Operational         	10053   	Regain ready                            	2011-02-18 21:24:41 	The regain movement is ready.	{args: "0"}
60208     	I   	Operational         	10151   	Program started                         	2011-02-18 21:24:41 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
60209     	I   	Operational         	10151   	Program started                         	2011-02-18 21:24:41 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
60210     	I   	Operational         	10151   	Program started                         	2011-02-18 21:24:41 	Execution of task SERVER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "SERVER"}
60211     	I   	Operational         	10012   	Safety guard stop state                 	2011-02-18 21:25:45 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
60213     	I   	Operational         	10125   	Program stopped                         	2011-02-18 21:25:45 	The task LOGGER has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER"}
60214     	I   	Operational         	10125   	Program stopped                         	2011-02-18 21:25:45 	The task SERVER has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "SERVER"}
60215     	I   	Operational         	10125   	Program stopped                         	2011-02-18 21:25:46 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
60216     	I   	Operational         	10010   	Motors OFF state                        	2011-02-18 21:28:17 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
60217     	I   	Operational         	10012   	Safety guard stop state                 	2011-02-18 21:28:17 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
60221     	I   	Operational         	10002   	Program pointer has been reset          	2011-02-18 21:28:24 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
60222     	I   	Operational         	10002   	Program pointer has been reset          	2011-02-18 21:28:24 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
60223     	I   	Operational         	10002   	Program pointer has been reset          	2011-02-18 21:28:24 	The program pointer of task SERVER has been reset.	{args: "3", "0", "SERVER"}

System log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
59333     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-11 19:47:47 	Only one of the two RUN chains was closed.	{args: }
59334     	E   	System              	20224   	Enabling Device conflict                	2011-02-11 19:47:47 	Only one of the two Enabling Device chains was opened.	{args: }
59403     	E   	System              	20074   	Not allowed command                     	2011-02-11 22:40:28 	The command is not allowed in Guard Stop state.	{args: "150"}
59407     	E   	System              	20074   	Not allowed command                     	2011-02-11 22:40:37 	The command is not allowed in Guard Stop state.	{args: "150"}
59441     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-11 22:46:29 	Only one of the two RUN chains was closed.	{args: }
59442     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-11 22:46:29 	Only one of the two RUN chains was closed.	{args: }
59443     	E   	System              	20224   	Enabling Device conflict                	2011-02-11 22:46:29 	Only one of the two Enabling Device chains was opened.	{args: }
59590     	E   	System              	20074   	Not allowed command                     	2011-02-16 19:29:05 	The command is not allowed in Guard Stop state.	{args: "150"}
59827     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-16 20:47:40 	Only one of the two RUN chains was closed.	{args: }
59828     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-16 20:47:40 	Only one of the two RUN chains was closed.	{args: }
59829     	E   	System              	20224   	Enabling Device conflict                	2011-02-16 20:47:40 	Only one of the two Enabling Device chains was opened.	{args: }
59865     	E   	System              	20072   	Not allowed command                     	2011-02-17 21:44:23 	The command is not allowed in Motors OFF state.	{args: "150"}
59970     	W   	System              	20136   	Reduced Speed                           	2011-02-18 19:55:23 	The system was running at reduced speed during startup in automatic mode.	{args: }
60031     	E   	System              	20224   	Enabling Device conflict                	2011-02-18 20:35:02 	Only one of the two Enabling Device chains was opened.	{args: }
60065     	E   	System              	20211   	Two channel fault, ENABLE chain         	2011-02-18 20:40:08 	A switch in only one of the two ENABLE chains was briefly affected, opening the chain and then reclosing it, without the other chain being affected.	{args: }
60066     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-18 20:40:08 	Only one of the two RUN chains was closed.	{args: }
60218     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-18 21:28:17 	Only one of the two RUN chains was closed.	{args: }
60219     	E   	System              	20212   	Two channel fault, RUN CHAIN            	2011-02-18 21:28:17 	Only one of the two RUN chains was closed.	{args: }
60220     	E   	System              	20224   	Enabling Device conflict                	2011-02-18 21:28:17 	Only one of the two Enabling Device chains was opened.	{args: }
60224     	E   	System              	20074   	Not allowed command                     	2011-02-18 21:28:25 	The command is not allowed in Guard Stop state.	{args: "150"}

Hardware log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
35831     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-11-23 20:26:47 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
37605     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-11-27 22:16:56 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
37608     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-11-27 22:17:00 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
38313     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-11-30 23:42:03 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
41455     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-12-03 21:14:25 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
41518     	E   	Hardware            	39472   	Incoming mains phase missing            	2010-12-03 23:38:38 	The rectifier connected to communication link 1 in drive module 1 detects a power loss in one phase.	{args: "1", "rob1_3", "1", "1", "0"}
41525     	E   	Hardware            	39472   	Incoming mains phase missing            	2010-12-03 23:38:44 	The rectifier connected to communication link 1 in drive module 1 detects a power loss in one phase.	{args: "1", "rob1_4", "1", "1", "0"}
41536     	E   	Hardware            	39472   	Incoming mains phase missing            	2010-12-03 23:38:51 	The rectifier connected to communication link 1 in drive module 1 detects a power loss in one phase.	{args: "1", "rob1_4", "1", "1", "0"}
41543     	E   	Hardware            	39472   	Incoming mains phase missing            	2010-12-03 23:38:59 	The rectifier connected to communication link 1 in drive module 1 detects a power loss in one phase.	{args: "1", "rob1_4", "1", "1", "0"}
42078     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-12-04 01:35:42 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
45658     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-12-06 18:26:39 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
48410     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-12-08 23:57:34 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
48425     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-12-08 23:58:20 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
51426     	E   	Hardware            	37001   	Motors ON contactor activation error    	2010-12-14 23:50:06 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
58728     	E   	Hardware            	37001   	Motors ON contactor activation error    	2011-02-09 21:37:40 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
59577     	E   	Hardware            	37001   	Motors ON contactor activation error    	2011-02-16 19:28:41 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
59588     	E   	Hardware            	37001   	Motors ON contactor activation error    	2011-02-16 19:29:04 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
59662     	E   	Hardware            	37001   	Motors ON contactor activation error    	2011-02-16 19:51:05 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
59687     	E   	Hardware            	37001   	Motors ON contactor activation error    	2011-02-16 19:54:01 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
60056     	E   	Hardware            	37001   	Motors ON contactor activation error    	2011-02-18 20:40:02 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}

Program log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
52260     	W   	Program             	41595   	Socket error                            	2010-12-19 21:21:10 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52273     	W   	Program             	41595   	Socket error                            	2010-12-19 21:25:27 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52306     	W   	Program             	41595   	Socket error                            	2010-12-19 21:30:13 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52319     	W   	Program             	41595   	Socket error                            	2010-12-19 21:31:17 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52332     	W   	Program             	41595   	Socket error                            	2010-12-19 21:32:14 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52367     	W   	Program             	41595   	Socket error                            	2010-12-19 21:39:07 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52407     	W   	Program             	41574   	Socket error                            	2011-01-21 21:10:50 	Task: T_ROB1The socket must be created before it can be used in any socket instruction.Program Ref. /SERVER1/main/SocketSend/195	{args: "T_ROB1", "/SERVER1/main/SocketSend/195", "ERR_SOCK_CLOSED"}
52513     	W   	Program             	41595   	Socket error                            	2011-01-21 21:36:38 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
52615     	W   	Program             	41595   	Socket error                            	2011-01-21 21:55:19 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-24:10:2::0:8388608.000000"}
56658     	W   	Program             	41595   	Socket error                            	2011-02-09 18:52:03 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/89	{args: "T_ROB1", "/SERVER1/main/SocketReceive/89", "ERR_SOCK_CLOSED", "-24:10:2::0:8388608.000000"}
59710     	W   	Program             	41595   	Socket error                            	2011-02-16 20:06:39 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
59744     	W   	Program             	41595   	Socket error                            	2011-02-16 20:20:15 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-24:10:2::0:8388608.000000"}
59872     	W   	Program             	41595   	Socket error                            	2011-02-17 22:04:46 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "54:10:2::0:8388608.000000"}
59993     	W   	Program             	41595   	Socket error                            	2011-02-18 20:04:33 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "54:10:2::0:8388608.000000"}
60137     	W   	Program             	41595   	Socket error                            	2011-02-18 21:16:18 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
60152     	W   	Program             	41595   	Socket error                            	2011-02-18 21:17:42 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
60167     	W   	Program             	41595   	Socket error                            	2011-02-18 21:20:28 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
60182     	W   	Program             	41595   	Socket error                            	2011-02-18 21:21:34 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
60197     	W   	Program             	41595   	Socket error                            	2011-02-18 21:23:21 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}
60212     	W   	Program             	41595   	Socket error                            	2011-02-18 21:25:45 	Task: T_ROB1The connection has been closed by the remote host.Program Ref. /SERVER1/main/SocketReceive/91	{args: "T_ROB1", "/SERVER1/main/SocketReceive/91", "ERR_SOCK_CLOSED", "-28:10:2::0:8388608.000000"}

Motion log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
59264     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:22:58 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59265     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:22:59 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59266     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:22:59 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59267     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:22:59 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59268     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:22:59 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59269     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:00 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59270     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:00 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59271     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:00 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59272     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:00 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59273     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:00 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59274     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:01 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59275     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:01 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59276     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:01 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59277     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:23:15 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59300     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:25:58 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59329     	W   	Motion              	50024   	Corner path failure                     	2011-02-11 19:47:31 	Task: T_ROB1Corner path executed as stop point due to some of the following reasons:- Time delay.- Closely programmed points.- System requires high CPU-load. Program Ref. /SERVER1/main/MoveL/104	{args: "T_ROB1", "/SERVER1/main/MoveL/104"}
59426     	E   	Motion              	50143   	Robot axes configuration                	2011-02-11 22:44:39 	Actual configuration is not the same as ordered and/or movement of any robot axis is larger than 90 degrees. Robot ROB_1, axis rob1_4.	{args: "rob1_4", "ROB_1"}
59427     	E   	Motion              	50026   	Close to singularity                    	2011-02-11 22:44:39 	Task: T_ROB1Robot too close to singularity.Program Ref. /SERVER1/main/MoveL/104(Internal code: 1)	{args: "T_ROB1", "/SERVER1/main/MoveL/104", "1"}
59479     	E   	Motion              	50050   	Position outside reach                  	2011-02-11 22:49:29 	Position for ROB_1 joint 2 is outside working area. Joint 1-6 : Number of the axis which causes the error.Joint 23: Combination of axis 2 and 3 causes the error.	{args: "2", "ROB_1"}
59504     	E   	Motion              	50026   	Close to singularity                    	2011-02-11 22:54:06 	Task: T_ROB1Robot too close to singularity.Program Ref. /SERVER1/main/MoveL/104(Internal code: 1)	{args: "T_ROB1", "/SERVER1/main/MoveL/104", "1"}

IO & Communication log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
39624     	E   	IO & Communication  	71391   	System Signal Configuration             	2010-12-01 19:17:10 	There was an error during the configuration of a System Input/Output Signal..	{args: }
39646     	E   	IO & Communication  	71391   	System Signal Configuration             	2010-12-01 19:38:12 	There was an error during the configuration of a System Input/Output Signal..	{args: }
39663     	E   	IO & Communication  	71163   	Signal on internal unit                 	2010-12-01 19:49:06 	The I/O configuration is invalid.The user-defined signal <test> must not be connected to the internal unit named <DRV_1>User defined signals are not allowed to be connected to internal units.This signal has been rejected.	{args: "test", "DRV_1"}
39669     	E   	IO & Communication  	71391   	System Signal Configuration             	2010-12-01 19:49:32 	There was an error during the configuration of a System Input/Output Signal..	{args: }
41076     	E   	IO & Communication  	71304   	Invalid DeviceNet device type           	2010-12-02 21:46:01 	The device type read from DeviceNet unit IOboard doesn't match value in unit type configuration. - Configuration: <100>- Actual: <7>	{args: "IOboard", "100", "7"}
41077     	E   	IO & Communication  	71305   	Invalid DeviceNet product code          	2010-12-02 21:46:01 	The product code read from DeviceNet unit IOboard doesn't match value in unit type configuration.- Configuration: <2>- Actual: <26>	{args: "IOboard", "2", "26"}
41078     	E   	IO & Communication  	71367   	No communication with I/O unit          	2010-12-02 21:46:29 	During startup, no communication was established with unit <IOboard> on bus <DeviceNet1>.	{args: "IOboard", "DeviceNet1"}
41100     	E   	IO & Communication  	71305   	Invalid DeviceNet product code          	2010-12-02 22:02:06 	The product code read from DeviceNet unit IOboard doesn't match value in unit type configuration.- Configuration: <3>- Actual: <26>	{args: "IOboard", "3", "26"}
41101     	E   	IO & Communication  	71367   	No communication with I/O unit          	2010-12-02 22:02:34 	During startup, no communication was established with unit <IOboard> on bus <DeviceNet1>.	{args: "IOboard", "DeviceNet1"}

User log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
28043     	E   	User                	80001   	FC_LoadId Error                         	2010-10-21 23:07:39 	the move range of axis 5 is out of limitsreduce MaxMoveAx5 or set axis 5 to a position away from its limit!	{args: "FC_LoadId Error", "the move range of axis 5 is out of limits", "reduce MaxMoveAx5 or set axis 5 to a position away from its limit!"}
28075     	W   	User                	80002   	FC_LoadId Warning                       	2010-10-21 23:09:32 	The average fitting error is 97.4383%Check force sensor configuration!	{args: "FC_LoadId Warning", "The average fitting error is 97.4383%", "Check force sensor configuration!"}
28084     	E   	User                	80001   	FC_LoadId Error                         	2010-10-21 23:16:31 	The identified mass is -0.215085(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.215085(kg)", "Load too small or sensor config wrong!"}
28108     	E   	User                	80001   	FC_LoadId Error                         	2010-10-21 23:42:04 	The identified mass is -0.112868(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.112868(kg)", "Load too small or sensor config wrong!"}
28394     	E   	User                	80001   	FC_LoadId Error                         	2010-10-22 20:30:37 	The identified mass is -0.0281098(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.0281098(kg)", "Load too small or sensor config wrong!"}
28408     	E   	User                	80001   	FC_LoadId Error                         	2010-10-22 20:35:55 	The identified mass is -0.0327761(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.0327761(kg)", "Load too small or sensor config wrong!"}
28446     	E   	User                	80001   	FC_LoadId Error                         	2010-10-22 20:48:00 	The identified mass is -0.0135354(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.0135354(kg)", "Load too small or sensor config wrong!"}
28503     	E   	User                	80001   	FC_LoadId Error                         	2010-10-22 22:28:47 	The identified mass is -0.0360954(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.0360954(kg)", "Load too small or sensor config wrong!"}
28570     	E   	User                	80001   	FC_LoadId Error                         	2010-10-23 21:49:58 	The identified mass is -0.372216(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.372216(kg)", "Load too small or sensor config wrong!"}
28591     	E   	User                	80001   	FC_LoadId Error                         	2010-10-23 22:05:48 	The identified mass is -0.837256(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.837256(kg)", "Load too small or sensor config wrong!"}
28604     	E   	User                	80001   	FC_LoadId Error                         	2010-10-23 22:35:53 	The identified mass is -0.88811(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.88811(kg)", "Load too small or sensor config wrong!"}
28892     	E   	User                	80001   	FC_LoadId Error                         	2010-10-24 22:20:27 	The identified mass is -0.978718(kg)Load too small or sensor config wrong!	{args: "FC_LoadId Error", "The identified mass is -0.978718(kg)", "Load too small or sensor config wrong!"}

Internal log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
59934     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	gsictrl.cpp 962 ControlTask::LoadSettings(), Failed to load document GSI/Settings.xml	{args: "gsictrl.cpp 962 ControlTask::LoadSettings(), Failed to load document GSI/Settings.xml"}
59935     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	gsictrl.cpp 252 ControlTask::Initialize(), Failed to load setting file Settings.xml	{args: "gsictrl.cpp 252 ControlTask::Initialize(), Failed to load setting file Settings.xml"}
59936     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	gsictrl.cpp 146 gsictrlts_main(), vsn_ctrl_initialize failed: -1	{args: "gsictrl.cpp 146 gsictrlts_main(), vsn_ctrl_initialize failed: -1"}
59940     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	streams.cpp 988 FileStream::Open(), The specified file GSI/Settings.xml was not found	{args: "streams.cpp 988 FileStream::Open(), The specified file GSI/Settings.xml was not found"}
59941     	E   	Internal            	100000  	Internal error                          	2011-02-17 22:33:49 	gsictrl.cpp 1027 ControlTask::SaveSettings(), Failed to create the internal settings file GSI/Settings.xml	{args: "gsictrl.cpp 1027 ControlTask::SaveSettings(), Failed to create the internal settings file GSI/Settings.xml"}
