All event log messages.
Date:	2016-10-17 12:18:54
System Name:	MCube6.03
Controller Name:	192.168.1.2
Controller Id	120-502362

RobotWare: 6.03.00.00
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	623-1 Multitasking
	604-1 MultiMove Coordinated
	623-1 Multitasking
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input

Robot1
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600

Robot2
Key:	
Options:	
	IRB 120T-0.58/3
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
2796686   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 08:41:28 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796687   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 08:41:28 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796688   	E   	Program             	40228   	Execution error                         	2016-10-14 08:41:28 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796689   	I   	Operational         	10020   	Execution error state                   	2016-10-14 08:41:28 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796690   	I   	Operational         	10126   	Program stopped                         	2016-10-14 08:41:28 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796691   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:41:32 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796692   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:33 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796693   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:33 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796694   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:33 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796695   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:33 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796696   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 08:41:33 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796697   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:48 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796698   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:48 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796699   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:48 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796700   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 08:41:48 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796701   	I   	Operational         	10052   	Regain start                            	2016-10-14 08:47:17 	A regain movement has started.	{args: "0"}
2796702   	I   	Operational         	10053   	Regain ready                            	2016-10-14 08:47:17 	The regain movement is ready.	{args: "0"}
2796703   	I   	Operational         	10151   	Program started                         	2016-10-14 08:47:17 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796704   	I   	Operational         	10151   	Program started                         	2016-10-14 08:47:17 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796705   	I   	Operational         	10151   	Program started                         	2016-10-14 08:47:17 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796706   	I   	Operational         	10151   	Program started                         	2016-10-14 08:47:17 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796707   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:47:17 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796708   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:47:17 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796711   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 08:47:47 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796712   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 08:47:47 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796713   	E   	Program             	40228   	Execution error                         	2016-10-14 08:47:47 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796714   	I   	Operational         	10020   	Execution error state                   	2016-10-14 08:47:47 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796715   	I   	Operational         	10126   	Program stopped                         	2016-10-14 08:47:47 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796716   	I   	Operational         	10125   	Program stopped                         	2016-10-14 08:52:03 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796717   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:02:41 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796718   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:02:41 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796719   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:02:41 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796720   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:02:41 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796721   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 09:02:41 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796722   	I   	Operational         	10052   	Regain start                            	2016-10-14 09:02:43 	A regain movement has started.	{args: "0"}
2796723   	I   	Operational         	10053   	Regain ready                            	2016-10-14 09:02:43 	The regain movement is ready.	{args: "0"}
2796724   	I   	Operational         	10151   	Program started                         	2016-10-14 09:02:43 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796725   	I   	Operational         	10151   	Program started                         	2016-10-14 09:02:43 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796726   	I   	Operational         	10151   	Program started                         	2016-10-14 09:02:43 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796727   	I   	Operational         	10151   	Program started                         	2016-10-14 09:02:43 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796728   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:02:43 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796729   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:02:43 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796732   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:02:47 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796733   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:02:47 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796734   	E   	Program             	40228   	Execution error                         	2016-10-14 09:02:47 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796735   	I   	Operational         	10020   	Execution error state                   	2016-10-14 09:02:47 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796736   	I   	Operational         	10126   	Program stopped                         	2016-10-14 09:02:47 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796737   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:03:13 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796738   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:15 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796739   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:15 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796740   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:15 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796741   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:15 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796742   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 09:03:15 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796743   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:51 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796744   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:51 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796745   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:51 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796746   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:03:51 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796747   	I   	Operational         	10052   	Regain start                            	2016-10-14 09:04:00 	A regain movement has started.	{args: "0"}
2796748   	I   	Operational         	10053   	Regain ready                            	2016-10-14 09:04:00 	The regain movement is ready.	{args: "0"}
2796749   	I   	Operational         	10151   	Program started                         	2016-10-14 09:04:00 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796750   	I   	Operational         	10151   	Program started                         	2016-10-14 09:04:00 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796751   	I   	Operational         	10151   	Program started                         	2016-10-14 09:04:00 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796752   	I   	Operational         	10151   	Program started                         	2016-10-14 09:04:00 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796753   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:04:00 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796754   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:04:00 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796757   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:04:31 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796758   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:04:31 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796759   	E   	Program             	40228   	Execution error                         	2016-10-14 09:04:31 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796760   	I   	Operational         	10020   	Execution error state                   	2016-10-14 09:04:31 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796761   	I   	Operational         	10126   	Program stopped                         	2016-10-14 09:04:31 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796762   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:04:40 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796763   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:25 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796764   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:25 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796765   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:25 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796766   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:25 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796767   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 09:06:26 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796768   	I   	Operational         	10052   	Regain start                            	2016-10-14 09:06:27 	A regain movement has started.	{args: "0"}
2796769   	I   	Operational         	10053   	Regain ready                            	2016-10-14 09:06:27 	The regain movement is ready.	{args: "0"}
2796770   	I   	Operational         	10151   	Program started                         	2016-10-14 09:06:27 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796771   	I   	Operational         	10151   	Program started                         	2016-10-14 09:06:27 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796772   	I   	Operational         	10151   	Program started                         	2016-10-14 09:06:27 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796773   	I   	Operational         	10151   	Program started                         	2016-10-14 09:06:27 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796774   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:06:27 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796775   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:06:27 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796777   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:06:30 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796778   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:06:30 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796779   	E   	Program             	40228   	Execution error                         	2016-10-14 09:06:30 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796780   	I   	Operational         	10020   	Execution error state                   	2016-10-14 09:06:30 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796781   	I   	Operational         	10126   	Program stopped                         	2016-10-14 09:06:30 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796782   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:06:31 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796783   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:36 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796784   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:36 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796785   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:36 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796786   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:06:36 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796787   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 09:06:36 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796788   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:03 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796789   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:03 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796790   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:03 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796791   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:03 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796792   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:17 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796793   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:17 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796794   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:17 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796795   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:16:17 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796796   	I   	Operational         	10052   	Regain start                            	2016-10-14 09:16:28 	A regain movement has started.	{args: "0"}
2796797   	I   	Operational         	10053   	Regain ready                            	2016-10-14 09:16:28 	The regain movement is ready.	{args: "0"}
2796798   	I   	Operational         	10151   	Program started                         	2016-10-14 09:16:28 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796799   	I   	Operational         	10151   	Program started                         	2016-10-14 09:16:28 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796800   	I   	Operational         	10151   	Program started                         	2016-10-14 09:16:28 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796801   	I   	Operational         	10151   	Program started                         	2016-10-14 09:16:28 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796802   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:16:28 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796803   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:16:28 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796806   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:16:51 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796807   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:16:51 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796808   	E   	Program             	40228   	Execution error                         	2016-10-14 09:16:51 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796809   	I   	Operational         	10020   	Execution error state                   	2016-10-14 09:16:51 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796810   	I   	Operational         	10126   	Program stopped                         	2016-10-14 09:16:51 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796811   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:16:52 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796812   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:37 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796813   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:37 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796814   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:37 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796815   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:37 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796816   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 09:22:37 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796817   	I   	Operational         	10052   	Regain start                            	2016-10-14 09:22:38 	A regain movement has started.	{args: "0"}
2796818   	I   	Operational         	10053   	Regain ready                            	2016-10-14 09:22:38 	The regain movement is ready.	{args: "0"}
2796819   	I   	Operational         	10151   	Program started                         	2016-10-14 09:22:38 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796820   	I   	Operational         	10151   	Program started                         	2016-10-14 09:22:38 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796821   	I   	Operational         	10151   	Program started                         	2016-10-14 09:22:38 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796822   	I   	Operational         	10151   	Program started                         	2016-10-14 09:22:38 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796823   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:22:38 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796824   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:22:38 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
2796827   	W   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:22:41 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796828   	E   	Program             	41822   	No data from the UdpUc device           	2016-10-14 09:22:41 	Task: T_ROB2.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB2", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMsensor"}
2796829   	E   	Program             	40228   	Execution error                         	2016-10-14 09:22:41 	The execution of task T_ROB2 has been stopped by a runtime error 41822.	{args: "T_ROB2", "41822"}
2796830   	I   	Operational         	10020   	Execution error state                   	2016-10-14 09:22:41 	The program execution in task T_ROB2 has been stopped due to a spontaneous error.	{args: "4", "T_ROB2"}
2796831   	I   	Operational         	10126   	Program stopped                         	2016-10-14 09:22:41 	The task T_ROB2 has stopped. The reason is that an error has occurred. 	{args: "4", "T_ROB2"}
2796832   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:22:43 	The task LOGGER1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "LOGGER1"}
2796833   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:45 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
2796834   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:45 	The program pointer of task LOGGER2 has been reset.	{args: "2", "0", "LOGGER2"}
2796835   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:45 	The program pointer of task LOGGER1 has been reset.	{args: "3", "0", "LOGGER1"}
2796836   	I   	Operational         	10002   	Program pointer has been reset          	2016-10-14 09:22:45 	The program pointer of task T_ROB2 has been reset.	{args: "4", "0", "T_ROB2"}
2796837   	I   	Operational         	10021   	Execution error reset                   	2016-10-14 09:22:45 	 The program execution in task T_ROB2 has left a spontaneous error state. 	{args: "4", "T_ROB2"}
2796838   	I   	Operational         	10052   	Regain start                            	2016-10-14 09:29:06 	A regain movement has started.	{args: "0"}
2796839   	I   	Operational         	10053   	Regain ready                            	2016-10-14 09:29:06 	The regain movement is ready.	{args: "0"}
2796840   	I   	Operational         	10151   	Program started                         	2016-10-14 09:29:06 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
2796841   	I   	Operational         	10151   	Program started                         	2016-10-14 09:29:06 	Execution of task LOGGER2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER2"}
2796842   	I   	Operational         	10151   	Program started                         	2016-10-14 09:29:06 	Execution of task LOGGER1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "LOGGER1"}
2796843   	I   	Operational         	10151   	Program started                         	2016-10-14 09:29:06 	Execution of task T_ROB2 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "T_ROB2"}
2796844   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:29:06 	The task LOGGER2 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "LOGGER2"}
2796845   	I   	Operational         	10125   	Program stopped                         	2016-10-14 09:29:06 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB1"}
